,Unnamed: 0,Artist,Genres,Followers,Popularity,Songs,Length
156,156,Ace,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",27192042,95,"['Relación - Remix', 'UN DIA (ONE DAY) (Feat. Tainy)', 'Una Locura', 'LOCATION', 'LA CANCIÓN', 'Tu Veneno', 'I Like It', 'De Cora <3', 'Mood (Remix) feat. Justin Bieber, J Balvin & iann dior', 'Azul']",10
162,162,Action Bronson,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'nyc rap', 'queens hip hop', 'rap', 'southern hip hop', 'underground hip hop']",625189,66,"['Baby Blue (feat. Chance the Rapper)', 'Actin Crazy', 'Latin Grammys', 'Standing in the Rain (with Mark Ronson & Dan Auerbach)', 'Dmtri', 'Easy Rider', 'Imported Goods', 'Terry', 'Easy Rider - Ric Maye Remix', 'Cliff Hanger']",10
164,164,Adam Calhoun,"['country rap', 'military rap', 'redneck']",240854,65,"['Die Tonight', 'Catch Hell', 'WW2.0', 'Racism', 'Huck Fosier', 'Crossroads', 'Hooligan', 'Public Enemy', 'Clean Money', 'Ones Like Me']",10
168,168,Adam K,['canadian electronic'],1481789,78,"['Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix', 'Party On My Own (feat. FAULHABER)', 'I Will Find', 'Pontos de Exclamação - Vintage Culture & Future Class Remix', 'Cali Dreams (feat. The Beach)', 'Coffee (Give Me Something)', 'It Is What It Is (feat. Elise LeGrow)', 'Intro (Rework) - Remix', 'In The Dark', 'Paradise - Vintage Culture Remix']",10
169,169,Adam K & Soha,['canadian electronic'],828321,72,"['Flip Reset', 'Miles To Go', 'With You', 'On Your Mind', 'Solid Ground', 'POW POW POW', 'Believer - Kaskade Remix', 'Closer', 'Go Slow (with Kaskade)', 'Haunt Me']",10
171,171,Adam Levine,['pop rock'],1222923,78,"[""Cupid's Chokehold / Breakfast in America"", 'Stereo Hearts (feat. Adam Levine)', 'Ass Back Home (feat. Neon Hitch)', 'The Fighter (feat. Ryan Tedder)', 'Cookie Jar (feat. The-Dream)', 'Clothes Off!!', 'The Queen and I', 'Faces in the Hall', 'Papercuts', 'Taxi Driver']",9
178,178,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",26675137,85,"['Someone Like You', 'Rolling in the Deep', 'When We Were Young', 'Make You Feel My Love', 'Hello', 'Set Fire to the Rain', 'Skyfall', 'All I Ask', 'Chasing Pavements', 'Send My Love (To Your New Lover)']",10
179,179,Adelitas Way,"['alternative metal', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'post-screamo', 'rap rock']",268676,60,"['Invincible', 'Notorious', 'Last Stand', 'Cage The Beast', 'What It Takes', 'Sick', 'Own It', 'All In', 'Still Hungry', 'Bad Reputation']",10
180,180,Adema,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",135776,75,"['Además de Mí - Remix', 'Confiesalo', 'Además de Mí', 'Llegué Tarde', 'Otra Noche más', 'Lo Que Tienes', 'Ya No Me Extrañas', 'Vos', 'Y Si Te Tocas', 'Pa Siempre']",10
181,181,Adiemus,['new age'],46331,61,"['Adiemus', 'Hymn', 'Palladio: 1. Allegretto (arr. for Strings Orchestra)', 'The Armed Man - A Mass For Peace: XII. Benedictus', 'Kayama', 'The Armed Man - A Mass For Peace: X. Agnus Dei', 'Adiemus', 'The Armed Man - A Mass For Peace: XII. Benedictus', 'Benedictus', 'Cantus Inaequalis']",10
183,183,Adolescent's Orquesta,"['latin', 'salsa', 'salsa venezolana', 'tropical']",353450,68,"['Virgen', 'Aquel Lugar', 'Me Tengo Que Ir', 'Persona Ideal', 'Se Acabo El Amor', 'Anhelo', 'Arrepentida', 'Hoy Aprendi', 'Recuerdos', 'Si Te Marchas (Voy a Llorar)']",10
184,184,Adolescents,"['latin', 'salsa', 'salsa venezolana', 'tropical']",2534724,72,"['Drive', 'Wish You Were Here', 'Pardon Me', 'Are You In?', 'Dig', 'Stellar', 'Anna Molly', 'Nice to Know You', 'Love Hurts', 'Megalomaniac']",10
186,186,Adrenalize,"['classic hardstyle', 'euphoric hardstyle', 'hardstyle', 'rawstyle']",977345,67,"['Whore', 'Black Wedding (feat. Rob Halford)', 'The In-Between', 'As Above, So Below', 'Adrenalize', 'Blood', 'Roots', 'Big Bad Wolf', 'Sick Like Me', 'Sex Metal Barbie']",10
189,189,Adrianne Pieczonka,['classical soprano'],4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
190,190,Adriano Celentano,"['classic italian pop', 'italian adult pop']",505021,62,"[""L'Emozione Non Ha voce (Io Non So Parlar D'Amore)"", 'Azzurro - Remastered', 'Il Ragazzo Della Via Gluck - Remastered', 'Svalutation', 'Soli', 'Il Tempo Se Ne Va', 'I Want To Know - Pt. 2', 'Susanna (Susanna) - Remastered', 'Per Averti', 'Una Festa Sui Prati - Remastered']",9
196,196,Aer,"['album rock', 'classic rock', 'hard rock', 'rock']",7098770,81,"['Chop Suey!', 'Toxicity', 'B.Y.O.B.', 'Aerials', 'Lonely Day', 'Sugar', 'Protect The Land', 'Hypnotize', 'Radio/Video', 'ATWA']",10
199,199,Aesop Rock,"['abstract hip hop', 'alternative hip hop', 'conscious hip hop', 'hip hop']",338509,62,"['None Shall Pass', 'Long Legged Larry', 'The Gates', 'Daylight', 'Rings', 'Kirby', 'Dog At The Door', 'Drums On The Wheel', 'Mystery Fish', 'Preservation']",10
207,207,Against The Current,"['neon pop punk', 'pixie', 'pop punk', 'viral pop']",990505,81,"['Legends Never Die', 'RISE', 'Warriors', 'Phoenix', 'Take Over', 'Legends Never Die - (Remix)', 'Awaken', 'Run It', 'Piercing Light', 'Worlds Collide']",10
213,213,Ago,"['electronica', 'microhouse', 'minimal techno', 'new french touch', 'organic house', 'tech house']",1563758,79,"['E-GIRLS ARE RUINING MY LIFE!', 'DAYWALKER! (feat. CORPSE)', 'agoraphobic', 'Miss YOU!', 'White Tee', 'Cat Girls Are Ruining My Life!', 'Never Satisfied', 'Cabin Fever', 'White Tee - Alternate Bass Boosted Version']",9
214,214,Agust D,['k-rap'],4431391,72,"['Daechwita', 'People', 'Burn It', 'Moonlight', 'Strange', 'What do you think?', 'So Far Away', '28', 'Give It to Me', 'Dear my friend (feat. Kim Jong Wan of NELL)']",10
217,217,Ahmet Kaya,['turkish folk'],3324230,68,"['Nereden Bileceksiniz', 'Kum Gibi', 'Söyle', 'Yorgun Demokrat', 'Kendine İyi Bak', 'Hani Benim Gençliğim', 'Arka Mahalle', 'İçimde Ölen Biri', 'Başım Belada', 'Doruklara Sevdalandım']",10
218,218,Ai Nam,['thai folk rock'],6655473,86,"['Bandit (with YoungBoy Never Broke Again)', 'TRAGIC (feat. Youngboy Never Broke Again & Internet Money)', 'Make No Sense', 'Kacey Talk', 'Toxic Punk', 'My Window (feat. Lil Wayne)', 'What That Speed Bout!?', 'Slime Belief', 'All In', 'Self Control']",10
220,220,Aidan O'Rourke,"['scottish fiddle', 'scottish folk']",1749719,74,"['Kings', 'Rings Of Saturn', 'Circinus', 'The Gift', 'Black Is The Colour', 'Sculptor', 'Boreal', 'Seeing Things', 'Modern Gods', 'Pinwheel']",10
222,222,Aim,"['chillhop', 'lo-fi beats']",5019320,93,"['What You Know Bout Love', 'For The Night (feat. Lil Baby & DaBaby)', 'Hello (feat. A Boogie Wit da Hoodie)', 'Dior', 'Mood Swings (feat. Lil Tjay)', 'AP - Music from the film Boogie', 'The Woo (feat. 50 Cent & Roddy Ricch)', 'Invincible', 'Element', 'Got It On Me']",10
227,227,Air Supply,"['adult standards', 'mellow gold', 'soft rock']",2364255,72,"['Making Love Out of Nothing at All', 'All Out of Love', 'Goodbye', 'Even the Nights Are Better', 'Without You', 'Lost In Love', 'Lonely Is the Night', 'The One That You Love', 'Here I Am (Just When I Thought I Was Over You)', 'Two Less Lonely People In the World']",10
231,231,Airwave,"['pop punk', 'pop rock', 'socal pop punk']",844792,69,"['You Are the Best Thing', 'Such A Simple Thing', 'Jolene', 'I Was Born To Love You', 'Hold You in My Arms', 'Let It Be Me', 'Trouble', 'Such A Simple Thing - Recorded at Sound Stage Studios Nashville', 'Strong Enough', ""We'll Make It Through""]",9
232,232,Ajda Pekkan,"['turkish jazz', 'turkish pop', 'turkish psych']",407534,61,"['Bambaşka Biri', 'Eğlen Güzelim', 'Yakar Geçerim', 'Düşünme Hiç', 'Haykıracak Nefesim Kalmasa Bile', 'Sana Doğru', 'Arada Sırada - Dance Remix', 'Son Yolcu', 'Kimler Geldi Kimler Geçti', 'Sana Neler Edeceğim']",10
233,233,AkaPella,"['trap venezolano', 'venezuelan hip hop']",339233,65,"['Como Mario', 'Godlevel La Batalla De Los Dioses 2', 'BUTAKA REMIX', 'Te Quiero Ver - Remix', 'Akapelinho', 'Una Canción Así - Remix', '6 AM', 'Gordo Funky', 'Réplica', 'Un Día Más']",10
236,236,Akano,['otacore'],54082,68,"['Gurenge (From ""Demon Slayer: Kimetsu no Yaiba"")', 'Kamado Tanjirou no Uta (From ""Demon Slayer: Kimetsu no Yaiba"") [Full Version]', 'Blue Bird (From ""Naruto Shippuden"")', 'Kamado Tanjirou no Uta (From ""Demon Slayer: Kimetsu no Yaiba"")', 'Isabella\'s Lullaby (From ""The Promised Neverland"")', 'Kawaki wo Ameku (From ""Domestic na Kanojo"")', 'Kaibutsu (From ""BEASTARS Season 2"")', 'Kawaki wo Ameku (From ""Domestic na Kanojo"") - Full Version', 'Koi no Uta (From ""TONIKAWA: Tonikaku Kawaii"")', 'Ghost In A Flower (From ""A Whisker Away"")']",10
239,239,Akon,['dance pop'],41491,70,"['Dangerous', 'RUN', 'Dangerous', 'BodyBounce (feat. Akon)', 'Numba 1 (Tide Is High)', 'Just Dance - RedOne Remix', 'Marching Bands - Vanze Remix', 'Beautiful', 'Numba 1 (Tide Is High)', 'Tonight (feat. Kardinall Offishall, Lomaticc & Sunny Brown)']",10
244,244,Al Hug,"['post-romantic era', 'swedish classical']",551841,74,"['The Greatest Show', 'A Million Dreams', 'From Now On', 'The Other Side', 'Come Alive', 'A Million Dreams (Reprise)', 'At The End Of The Day', 'The Confrontation', 'Look Down', 'Bring Him Home']",10
246,246,Al Johnson,['background music'],13679181,92,"['Stronger', 'Ni**as In Paris', 'Heartless', 'FourFiveSeconds', 'Bound 2', 'POWER', 'Gold Digger', 'Father Stretch My Hands Pt. 1', 'Ghost Town', 'Flashing Lights']",10
250,250,Alaa,['arab alternative'],1601849,90,"['WITHOUT YOU', 'Unstable (feat. The Kid LAROI)', 'Hate The Other Side (with Marshmello & The Kid Laroi)', 'Reminds Me Of You', 'GO (feat. Juice WRLD)', 'F*CK YOU, GOODBYE (feat. Machine Gun Kelly)', 'SO DONE', 'TRAGIC (feat. Youngboy Never Broke Again & Internet Money)', 'ALWAYS DO', 'Diva (feat. Lil Tecca)']",10
253,253,Alacranes Musical,"['corrido', 'duranguense', 'regional mexican']",461029,63,"['Por Tu Amor - Duranguense', 'Por Amarte Así', 'Zapateado Encabronado - Medley', 'Por Tu Amor - Acustic', 'Dame Tu Amor', 'Micaela', 'No Voy A Llorar', 'Fue Su Amor', 'Un Idiota', 'Solo Los Tontos']",10
255,255,Alain Planes,"['classical piano', 'french classical piano']",1122563,72,"['Clair de Lune, L. 32', 'Rêverie', 'Suite bergamasque: Suite bergamasque: III. Clair de lune. Andante très expressif', 'Suite bergamasque, L. 75: 3. Clair de lune', 'Suite bergamasque, L. 75: Clair de lune', 'Rêverie, L. 68: Rêverie', 'Préludes / Book 2, L. 123: 5. Bruyères - Home Session', 'Dances for Harp and Orchestra, L. 103: 2. Danse profane', '2 Arabesques, L. 66: No. 1 in E Major', 'Debussy : Suite bergamasque : III Clair de lune']",10
257,257,Alan Gilbert,"['classical performance', 'orchestral performance']",1759512,72,"['Perfect Symphony (Ed Sheeran & Andrea Bocelli)', 'Con te partirò', 'Vivo per lei', 'The Prayer', 'Bésame Mucho', 'Time To Say Goodbye', 'La vie en rose', 'Cuando Me Enamoro', 'Musica è', ""Can't Help Falling In Love - Live From Spotify, NYC / 2015""]",9
263,263,Alan Walker,['electro house'],27934339,85,"['Faded', 'Alone, Pt. II', 'Fake A Smile', 'On My Way', 'Lily', 'Space Melody (Edward Artemyev) (feat. Leony)', 'Darkside', 'Alone', 'Ignite', 'Sorry']",10
264,264,Alanis Morissette,"['alternative rock', 'canadian pop', 'canadian singer-songwriter', 'pop rock', 'singer-songwriter']",1878047,71,"['Ironic - 2015 Remaster', 'You Oughta Know - 2015 Remaster', 'Hand in My Pocket - 2015 Remaster', 'Thank U', 'Head over Feet - 2015 Remaster', 'You Learn - 2015 Remaster', 'Uninvited', 'You Learn - Live / Unplugged', 'Hands Clean', 'Alanis’ Interlude']",10
266,266,Alas,"['compositional ambient', 'focus']",741957,71,"['Love You For A Long Time', 'Light On', 'Alaska', 'Fallingwater', 'Burning', 'Tim McGraw - Recorded At Spotify Studios NYC', 'Say It', 'Dog Years', 'Give A Little', 'New Song']",10
268,268,Alaíde Costa,"['bossa nova', 'velha guarda']",540075,63,"['Quem Sabe Isso Quer Dizer Amor', 'Mais Bonito Não Há', 'O Que Será (A Flor Da Terra)', 'Clube Da Esquina Nº2 - Acústico', 'Tudo O Que Você Podia Ser', 'Mania De Voce - Ao Vivo', 'Maria Maria', 'Não Existe Amor em SP', 'A Festa - Acústico', 'Drão']",10
269,269,Alban Berg,"['classical', 'classical performance', 'streichquartett', 'string quartet']",4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
270,270,Alban Berg Quartett,"['classical', 'classical performance', 'streichquartett', 'string quartet']",4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
271,271,Albert,"['australian pop', 'australian singer-songwriter', 'folk-pop', 'indie anthem-folk']",715322,65,"['Avril 14th', 'Alberto Balsalm', '#3', 'aisatsana [102]', 'Xtal', 'Windowlicker', 'Ageispolis', 'Flim', 'IZ-US', 'Fingerbib']",10
276,276,Alberto Martini,['italian violin'],1749719,74,"['Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)', 'The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto', 'The Four Seasons - Summer in G Minor, RV. 315: III. Presto', 'Vivaldi: Violin Concerto in G Minor, RV 315 ""L\'estate"" (No. 2 from ""Il cimento dell\'armonia e dell\'inventione"", Op. 8): III. Presto', 'The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto', 'Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 2. Largo (Arr. for Guitar)', 'Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 3. Allegro', 'Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro', 'Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto', 'Nulla in mundo pax, RV 630: 1. Nulla in mundo pax']",10
278,278,Alberto Vazquez,"['bolero', 'mexican rock-and-roll', 'pop romantico', 'ranchera']",5045296,79,"['Tatuajes', 'Que Sea', 'Eso Y Más', 'Me Gustas', 'Maracas', 'Secreto De Amor', 'Te Irá Mejor Sin Mí', 'Rumores', 'Sentimental', 'Un Idiota']",10
280,280,Albion,['dunedin indie'],3004,69,"['Coco', 'Ringlo', 'Sombrio', 'Norbourn', 'Bella Coola', 'Argelia', 'Palinouros', 'Venadillo', 'Zeru', 'Harku']",10
281,281,Alborosie,"['modern reggae', 'reggae', 'roots reggae']",9896187,88,"['See You Again (feat. Charlie Puth)', 'The Thrill', 'Young, Wild & Free (feat. Bruno Mars)', 'Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)', 'Black and Yellow', 'cheers (with Wiz Khalifa)', 'Hopeless Romantic (feat. Swae Lee)', 'All the Smoke (feat. Gunna & Wiz Khalifa)', 'One Whole Day (feat. Wiz Khalifa)', 'Too Late (feat. Wiz Khalifa & Lukas Graham)']",10
282,282,Alceu Valença,"['manguebeat', 'mpb', 'nova musica pernambucana']",864564,66,"['Anunciação', 'La Belle De Jour', 'Tropicana (Morena Tropicana)', 'Anunciação - Jopin Remix', 'Anunciação - Ao Vivo', 'Coração Bobo - Ao Vivo', 'Flor de Tangerina', 'Sabiá - Ao Vivo', 'Frevo Mulher - Ao Vivo', 'La Belle de Jour-Girassol - Ao Vivo']",10
285,285,Aldo Donà,['vintage italian pop'],4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
287,287,Aldo Trujillo,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",491092,68,"['Todos Hablan, Nada Saben', 'Brillando Constante', 'Lucia Tan Bella', 'Ley De Grandes', 'El Tiempo Vuela', 'Se Encienden Las Turbinas', 'La Vida Que Yo Llevo', 'Oye Niña', 'Dos Blindadas', 'Muchacho Fracasado']",10
288,288,Alec Benjamin,"['electropop', 'pop']",2572918,80,"['Let Me Down Slowly', 'Water Fountain', 'If We Have Each Other', 'Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)', 'Oh My God', 'Jesus In LA', 'Boy In The Bubble', 'If I Killed Someone For You', 'Mind Is A Prison', 'Must Have Been The Wind']",10
291,291,Alejandra Guzman,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'ranchera', 'rock en espanol']",2272407,71,"['Hacer El Amor Con Otro', 'Eternamente Bella', 'Mirala Miralo', 'Volverte a Amar', 'Yo Te Esperaba - Primera Fila [En Vivo]', 'Más Buena', 'Lado Oscuro', 'Llama Por Favor', 'Mi Peor Error - Primera Fila [En Vivo]', 'Mala Hierba']",10
292,292,Alejandro Fernández,"['latin', 'latin arena pop', 'latin pop', 'mariachi', 'mexican pop', 'ranchera', 'regional mexican']",4062100,81,"['Me Dediqué a Perderte', 'Duele', 'Decepciones', 'Me Hace Tanto Bien', 'Caballero', 'Sé Que Te Duele', 'Te Olvidé', 'El Ultimo Adiós - Varios Artistas Version', 'Hoy Tengo Ganas De Ti', 'Canta Corazón']",10
295,295,Alejandro Sanz,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']",5023609,79,"['Corazón partío', 'Amiga mía', 'Un Beso en Madrid', 'Deja Que Te Bese', 'El Ultimo Adiós - Varios Artistas Version', 'Mi Persona Favorita', 'La fuerza del corazón', 'Desde cuando', 'Mi soledad y yo', 'Y, ¿Si fuera ella?']",10
296,296,Aleks Syntek,"['latin', 'latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol']",960756,68,"['Duele El Amor', 'Sexo Pudor Y Lágrimas', 'Corazones Invencibles', 'Tu Recuerdo Divino (feat. Los Ángeles Azules) - Versión Bodas', 'Historias De Danzón Y De Arrabal', 'El Ataque de las Chicas Cocodrilo (feat. David Summers)', 'Tú Necesitas', 'Intocable', 'Ay Haiti!', 'Viviendo de Noche (feat. Javier Lozanda)']",10
298,298,Alena,['ukrainian classical piano'],550058,70,"['Gymnopédie No. 1', 'Gnossienne No. 1', 'Satie / Orch. Ducros: Gymnopédie No. 1', 'Gnossienne: No. 1', 'Première Gymnopédie', 'Enfantillages pittoresques: II. Berceuse', '3 Gymnopédies: No. 1 in D Major: Lent et douloureux', '3 Gymnopédies: No. 1, Lent et douloureux', '3 Gymnopédies: No.1 Lent et douloureux', 'Gnossienne No.1 (Arr. Kleynjans)']",10
299,299,Alena Cherny,['ukrainian classical piano'],550058,70,"['Gymnopédie No. 1', 'Gnossienne No. 1', 'Satie / Orch. Ducros: Gymnopédie No. 1', 'Gnossienne: No. 1', 'Première Gymnopédie', 'Enfantillages pittoresques: II. Berceuse', '3 Gymnopédies: No. 1 in D Major: Lent et douloureux', '3 Gymnopédies: No. 1, Lent et douloureux', '3 Gymnopédies: No.1 Lent et douloureux', 'Gnossienne No.1 (Arr. Kleynjans)']",10
304,304,Alessio Bax,"['classical piano', 'italian classical piano']",400188,65,"['Lyric Pieces, Book 5, Op. 54: Nocturne', 'Peer Gynt Suite No. 1, Op. 46: Morning Mood - Arr. for Piano', 'Piano Concerto In A Minor, Op.16: 2. Adagio - Live', 'Piano Concerto in A Minor, Op.16: I. Allegro molto moderato', 'Lyric Pieces, Book 9, Op. 68: Badnlat (Cradle Song)', 'Peer Gynt, Op. 23: IV. In the Hall of the Mountain King', 'Lyric Pieces Book II, Op.38: 1. Berceuse', 'Pièces Lyriques, Op. 47 No. 3: Mélodie', 'Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King', ""Peer Gynt-Suite Nr. 1, Op. 46: III. Anitra's Dance""]",9
