name,i,the,you,to,and,a,me,it,not,in,my,is,of,your,that,do,on,are,we,am,will,all,for,no,be,have,love,so,know,this,but,with,what,just,when,like,now,que,time,can,come,de,there,go,up,oh,la,one,they
Samiam,3.0,4.0,1.0,4.0,1.0,4.0,5.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Johnny Van Zant,0.0,8.0,2.0,11.0,5.0,0.0,0.0,9.0,8.0,3.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,1.0
Venke Knutson,20.0,15.0,22.0,6.0,20.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,11.0,0.0,10.0,4.0,4.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,6.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitamin C,27.0,6.0,19.0,2.0,3.0,0.0,16.0,5.0,3.0,3.0,6.0,4.0,0.0,1.0,0.0,0.0,3.0,15.0,1.0,6.0,4.0,2.0,7.0,3.0,6.0,2.0,17.0,1.0,1.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
Devics,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Vega,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Van McCoy,0.0,24.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
Leda Battisti,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
The Gamits,15.0,2.0,9.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,4.0,4.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
Digital Underground,4.0,75.0,42.0,8.0,16.0,10.0,1.0,8.0,28.0,5.0,0.0,14.0,2.0,6.0,9.0,22.0,8.0,21.0,61.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,10.0,11.0,4.0,12.0,5.0,4.0,0.0,32.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,12.0
The Sun,15.0,2.0,10.0,4.0,1.0,3.0,2.0,0.0,2.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,0.0,2.0,0.0,0.0,6.0,3.0,1.0,1.0,4.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Solar Twins,0.0,66.0,2.0,5.0,0.0,3.0,0.0,11.0,10.0,2.0,0.0,1.0,2.0,2.0,4.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0
Kent,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aceyalone,2.0,19.0,11.0,12.0,10.0,15.0,0.0,1.0,6.0,4.0,0.0,3.0,6.0,3.0,9.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0
Annuals,7.0,5.0,6.0,6.0,3.0,0.0,3.0,3.0,2.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Alice,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Line Assembly,6.0,13.0,6.0,14.0,4.0,6.0,0.0,0.0,3.0,1.0,0.0,4.0,14.0,3.0,0.0,2.0,0.0,2.0,6.0,6.0,2.0,8.0,4.0,5.0,2.0,1.0,0.0,7.0,0.0,5.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
Monks of Doom,31.0,23.0,6.0,12.0,9.0,10.0,2.0,3.0,6.0,3.0,7.0,3.0,19.0,6.0,0.0,4.0,2.0,1.0,1.0,15.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0
Priscilla Renea,49.0,6.0,32.0,13.0,0.0,1.0,9.0,5.0,12.0,3.0,6.0,7.0,5.0,0.0,15.0,14.0,4.0,1.0,3.0,13.0,3.0,2.0,0.0,4.0,6.0,1.0,6.0,2.0,0.0,3.0,2.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Márcio Faraco,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alison Moyet,3.0,3.0,7.0,1.0,4.0,1.0,15.0,3.0,14.0,2.0,3.0,1.0,1.0,0.0,1.0,14.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Bradley,7.0,5.0,2.0,7.0,4.0,3.0,4.0,0.0,22.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0
Buddy Jewell,2.0,18.0,0.0,5.0,10.0,10.0,2.0,4.0,1.0,6.0,0.0,0.0,8.0,0.0,4.0,0.0,7.0,0.0,3.0,0.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0
Jennifer O'Connor,6.0,9.0,10.0,3.0,5.0,3.0,3.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Limahl,12.0,21.0,19.0,5.0,15.0,8.0,2.0,6.0,12.0,5.0,3.0,4.0,1.0,11.0,5.0,4.0,1.0,0.0,6.0,2.0,0.0,1.0,9.0,6.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,9.0,0.0,5.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0
Shawn Mullins,13.0,15.0,5.0,8.0,10.0,5.0,6.0,4.0,8.0,1.0,2.0,0.0,4.0,2.0,3.0,3.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0
D-Flame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Karmakanic,0.0,8.0,3.0,6.0,2.0,13.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
White Rabbits,1.0,20.0,0.0,1.0,12.0,6.0,1.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0
Sleepy Brown,20.0,3.0,18.0,4.0,4.0,0.0,8.0,10.0,4.0,5.0,3.0,1.0,3.0,15.0,7.0,5.0,7.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,5.0,6.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0
Billy Bob Thornton,26.0,34.0,5.0,7.0,30.0,18.0,0.0,14.0,12.0,8.0,5.0,5.0,3.0,0.0,9.0,4.0,6.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,1.0,5.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,2.0,3.0,5.0,2.0,0.0,6.0,0.0,2.0,0.0,13.0,3.0,4.0,0.0,0.0,3.0,6.0
The Departure,4.0,5.0,13.0,4.0,1.0,12.0,3.0,1.0,13.0,3.0,1.0,7.0,7.0,4.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Shriekback,3.0,31.0,16.0,2.0,8.0,5.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONORAL,5.0,8.0,2.0,3.0,5.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siobhan Donaghy,20.0,11.0,10.0,3.0,1.0,1.0,14.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Boo Radleys,1.0,4.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Something With Numbers,10.0,9.0,2.0,9.0,24.0,10.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
The Flaming Tsunamis,18.0,2.0,18.0,10.0,10.0,2.0,4.0,7.0,10.0,4.0,3.0,4.0,1.0,14.0,3.0,11.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,5.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
The Clarks,26.0,8.0,15.0,8.0,12.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,0.0,6.0,1.0,11.0,3.0,8.0,5.0,0.0,3.0,6.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0
Arnaud Fleurent-Didier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Love and Money,32.0,8.0,2.0,15.0,14.0,12.0,16.0,9.0,20.0,13.0,2.0,6.0,2.0,0.0,4.0,17.0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,3.0,5.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,9.0
ZO2,8.0,24.0,8.0,17.0,4.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0
Alejandro Filio,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Breach of Trust,26.0,0.0,13.0,4.0,2.0,1.0,5.0,9.0,7.0,0.0,0.0,10.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,3.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0
Totalt jävla mörker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Usher,2.0,7.0,1.0,1.0,9.0,3.0,0.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,0.0,3.0,3.0,1.0,7.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
Zao,0.0,5.0,0.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Flatfoot 56,1.0,9.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,4.0,1.0,0.0,3.0,1.0,0.0,5.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Koffi Olomidé,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Nonpalidece,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Waltari,11.0,3.0,1.0,9.0,1.0,1.0,4.0,0.0,1.0,2.0,7.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
Carlos Baute,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Clowns & Helden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0
"Phillips, Craig & Dean",0.0,9.0,25.0,0.0,8.0,6.0,0.0,3.0,6.0,5.0,0.0,3.0,3.0,11.0,6.0,0.0,8.0,25.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valeria,2.0,59.0,5.0,8.0,3.0,5.0,2.0,5.0,2.0,0.0,0.0,9.0,21.0,12.0,0.0,0.0,12.0,1.0,9.0,0.0,1.0,10.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,8.0,2.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,0.0
Milburn,9.0,6.0,17.0,12.0,4.0,1.0,1.0,2.0,10.0,3.0,2.0,0.0,1.0,8.0,5.0,5.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0
Mr. John,12.0,5.0,13.0,9.0,2.0,1.0,7.0,10.0,9.0,3.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
Evangelista,8.0,12.0,16.0,5.0,9.0,1.0,17.0,7.0,7.0,4.0,4.0,15.0,3.0,6.0,4.0,7.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0,11.0,0.0,0.0,10.0,1.0,8.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,6.0,0.0
Crystal Waters,4.0,1.0,7.0,1.0,3.0,1.0,4.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0
Sleep Station,7.0,9.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
The Glitter Band,15.0,1.0,87.0,17.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,41.0,2.0,0.0,4.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,41.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Skinnee J's,6.0,43.0,2.0,0.0,11.0,1.0,0.0,8.0,3.0,9.0,13.0,9.0,0.0,14.0,0.0,1.0,8.0,8.0,11.0,0.0,1.0,5.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0
Laid in Ashes,20.0,7.0,1.0,9.0,4.0,6.0,1.0,0.0,0.0,4.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
Rosie O'Donnell,0.0,8.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,6.0,2.0,0.0,0.0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samael,0.0,22.0,0.0,17.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Deadlock,11.0,8.0,6.0,12.0,10.0,1.0,0.0,2.0,3.0,1.0,14.0,8.0,0.0,2.0,4.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anekdoten,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Earthsuit,19.0,69.0,17.0,32.0,6.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,9.0,5.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,4.0,4.0,0.0,12.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
